linkRateLog 
link index, time(s), link rate (dataSize/ms)LINK_0,1001010,1000000,1
LINK_0,1002010,1001010,0
LINK_0,1003030,1002010,2
LINK_0,1004030,1003030,0
LINK_0,1005070,1004030,4
LINK_0,1006070,1005070,0
LINK_0,1007150,1006070,8
LINK_0,1008150,1007150,0
LINK_0,1009310,1008150,16
LINK_0,1010310,1009310,0
LINK_0,1011630,1010310,32
LINK_0,1012630,1011630,0
LINK_0,1021232,1020222,1
LINK_0,1022232,1021232,0
LINK_0,1023242,1022232,1
LINK_0,1024242,1023242,0
LINK_0,1025262,1024242,2
LINK_0,1026262,1025262,0
LINK_0,1027302,1026262,4
LINK_0,1028302,1027302,0
LINK_0,1029382,1028302,8
LINK_0,1030382,1029382,0
LINK_0,1031542,1030382,16
LINK_0,1032542,1031542,0
LINK_0,1033862,1032542,32
LINK_0,1034862,1033862,0
LINK_0,1036192,1034862,33
LINK_0,1037192,1036192,0
LINK_0,1038532,1037192,34
LINK_0,1039532,1038532,0
LINK_0,1040882,1039532,35
LINK_0,1041882,1040882,0
LINK_0,1043242,1041882,36
LINK_0,1044242,1043242,0
LINK_0,1045612,1044242,37
LINK_0,1046612,1045612,0
LINK_0,1047992,1046612,38
LINK_0,1048992,1047992,0
LINK_0,1050382,1048992,39
LINK_0,1051382,1050382,0
LINK_0,1052782,1051382,40
LINK_0,1053782,1052782,0
LINK_0,1055192,1053782,41
LINK_0,1056192,1055192,0
LINK_0,1057612,1056192,42
LINK_0,1058612,1057612,0
LINK_0,1060042,1058612,43
LINK_0,1061042,1060042,0
LINK_0,1062482,1061042,44
LINK_0,1063482,1062482,0
LINK_0,1064932,1063482,45
LINK_0,1065932,1064932,0
LINK_0,1067392,1065932,46
LINK_0,1068392,1067392,0
LINK_0,1069862,1068392,47
LINK_0,1070862,1069862,0
LINK_0,1072342,1070862,48
LINK_0,1073342,1072342,0
LINK_0,1074832,1073342,49
LINK_0,1075832,1074832,0
LINK_0,1077332,1075832,50
LINK_0,1078332,1077332,0
LINK_0,1079842,1078332,51
LINK_0,1080842,1079842,0
LINK_0,1082362,1080842,52
LINK_0,1083362,1082362,0
LINK_0,1084892,1083362,53
LINK_0,1085892,1084892,0
LINK_0,1087432,1085892,54
LINK_0,1088432,1087432,0
LINK_0,1089982,1088432,55
LINK_0,1090982,1089982,0
LINK_0,1092542,1090982,56
LINK_0,1093542,1092542,0
LINK_0,1095112,1093542,57
LINK_0,1096112,1095112,0
LINK_0,1097692,1096112,58
LINK_0,1098692,1097692,0
LINK_0,1100282,1098692,59
LINK_0,1101282,1100282,0
LINK_0,1102882,1101282,60
LINK_0,1103882,1102882,0
LINK_0,1105492,1103882,61
LINK_0,1106492,1105492,0
LINK_0,1108112,1106492,62
LINK_0,1109112,1108112,0
LINK_0,1110742,1109112,63
LINK_0,1111742,1110742,0
LINK_0,1117032,1116022,1
LINK_0,1118032,1117032,0
LINK_0,1119042,1118032,1
LINK_0,1120042,1119042,0
LINK_0,1121062,1120042,2
LINK_0,1122062,1121062,0
LINK_0,1123102,1122062,4
LINK_0,1124102,1123102,0
LINK_0,1125182,1124102,8
LINK_0,1126182,1125182,0
LINK_0,1127342,1126182,16
LINK_0,1128342,1127342,0
LINK_0,1129662,1128342,32
LINK_0,1130662,1129662,0
LINK_0,1131992,1130662,33
LINK_0,1132992,1131992,0
LINK_0,1134332,1132992,34
LINK_0,1135332,1134332,0
LINK_0,1136682,1135332,35
LINK_0,1137682,1136682,0
LINK_0,1139042,1137682,36
LINK_0,1140042,1139042,0
LINK_0,1141412,1140042,37
LINK_0,1142412,1141412,0
LINK_0,1143792,1142412,38
LINK_0,1144792,1143792,0
LINK_0,1146182,1144792,39
LINK_0,1147182,1146182,0
LINK_0,1148582,1147182,40
LINK_0,1149582,1148582,0
LINK_0,1150992,1149582,41
LINK_0,1151992,1150992,0
LINK_0,1153412,1151992,42
LINK_0,1154412,1153412,0
LINK_0,1155842,1154412,43
LINK_0,1156842,1155842,0
LINK_0,1158282,1156842,44
LINK_0,1159282,1158282,0
LINK_0,1160732,1159282,45
LINK_0,1161732,1160732,0
LINK_0,1163192,1161732,46
LINK_0,1164192,1163192,0
LINK_0,1165662,1164192,47
LINK_0,1166662,1165662,0
LINK_0,1168142,1166662,48
LINK_0,1169142,1168142,0
LINK_0,1170632,1169142,49
LINK_0,1171632,1170632,0
